ecosystem_name,num_repos,pct_total,pct_total_running,num_subecosystems,curr_num_commits,one_month_commit_growth_pct,three_month_commit_growth_pct,curr_num_devs,one_month_dev_growth_pct,three_month_dev_growth_pct,ecosystem_label,Ethereum_rollup,Execution VM,Support Tooling?
Dogechain,146,0.02%,92.58%,7,55,71.875,-62.32876712,7,-30,-73.07692308,Dogechain,,not labelled,
XP Network,146,0.02%,92.60%,0,12,100,-74.46808511,3,0,0,XP Network,,not labelled,
Subquery,144,0.02%,92.62%,0,40,-35.48387097,-21.56862745,7,-12.5,-12.5,Subquery,,not labelled,
Interest Protocol,144,0.02%,92.64%,0,15,-79.72972973,-77.6119403,5,-28.57142857,0,Interest Protocol,,not labelled,
Agoric,143,0.02%,92.66%,1,101,-34.41558442,-10.61946903,12,-25,-29.41176471,Agoric,,not labelled,
Maskbook,143,0.02%,92.68%,0,844,-6.740331492,31.875,11,10,10,Maskbook,,not labelled,
Mask Network,143,0.02%,92.70%,0,844,-6.740331492,31.875,11,10,10,Mask Network,,not labelled,
Cosmos Hub,141,0.02%,92.72%,8,91,-3.191489362,37.87878788,25,66.66666667,66.66666667,Cosmos Hub,,not labelled,
Lit Protocol,140,0.02%,92.74%,0,25,-26.47058824,-53.7037037,5,66.66666667,-44.44444444,Lit Protocol,,not labelled,
Obyte,139,0.02%,92.76%,0,5,-76.19047619,-92.30769231,1,-66.66666667,-66.66666667,Obyte,,not labelled,
Dev Protocol,138,0.02%,92.78%,0,307,-25.12195122,-18.56763926,4,-20,-33.33333333,Dev Protocol,,not labelled,
Balancer,137,0.02%,92.80%,1,404,512.1212121,80.35714286,32,88.23529412,-5.882352941,Balancer,,not labelled,
Unique Network,137,0.02%,92.82%,1,204,26.70807453,-35.03184713,6,100,-25,Unique Network,,not labelled,
Marlin,136,0.02%,92.84%,0,75,108.3333333,-57.38636364,2,-33.33333333,-71.42857143,Marlin,,not labelled,
Anoma,135,0.02%,92.86%,0,56,-65,-72.68292683,13,-45.83333333,-75.47169811,Anoma,,not labelled,
iBTC (Synthetix),133,0.02%,92.87%,0,82,60.78431373,-5.747126437,9,-25,-50,iBTC (Synthetix),,not labelled,
sADA,133,0.02%,92.89%,0,82,60.78431373,-5.747126437,9,-25,-50,sADA,,not labelled,
sXRP,133,0.02%,92.91%,0,82,60.78431373,-5.747126437,9,-25,-50,sXRP,,not labelled,
iLINK,133,0.02%,92.93%,0,82,60.78431373,-5.747126437,9,-25,-50,iLINK,,not labelled,
sXMR,133,0.02%,92.95%,0,82,60.78431373,-5.747126437,9,-25,-50,sXMR,,not labelled,
sBCH,133,0.02%,92.97%,0,82,60.78431373,-5.747126437,9,-25,-50,sBCH,,not labelled,
sBNB,133,0.02%,92.99%,0,82,60.78431373,-5.747126437,9,-25,-50,sBNB,,not labelled,
Nostr,132,0.02%,93.00%,1,227,-50.43668122,-46.83840749,37,-22.91666667,-26,Nostr,,not labelled,
Safe Ecosystem,132,0.02%,93.02%,0,385,33.21799308,-3.50877193,28,40,-30,Safe Ecosystem,,not labelled,
Nine Chronicles,131,0.02%,93.04%,0,194,-36.80781759,74.77477477,17,-10.52631579,30.76923077,Nine Chronicles,,not labelled,
Ceramic Network,130,0.02%,93.06%,0,13,85.71428571,-67.5,5,25,-54.54545455,Ceramic Network,,not labelled,
Vega Protocol,130,0.02%,93.08%,0,5,-77.27272727,-95.19230769,1,-75,-92.30769231,Vega Protocol,,not labelled,
Kyber Network,128,0.02%,93.09%,0,31,47.61904762,47.61904762,11,37.5,37.5,Kyber Network,,not labelled,
Corda,128,0.02%,93.11%,0,4,-60,-73.33333333,3,-40,-40,Corda,,not labelled,
EpicChain,128,0.02%,93.13%,0,19,,,1,,,EpicChain,,not labelled,
Flashbots,127,0.02%,93.15%,0,59,1.724137931,-37.89473684,15,7.142857143,7.142857143,Flashbots,,not labelled,
Alchemy,127,0.02%,93.17%,0,20,-63.63636364,-16.66666667,13,-27.77777778,18.18181818,Alchemy,,not labelled,
Alchemy Pay,127,0.02%,93.18%,0,20,-63.63636364,-16.66666667,13,-27.77777778,18.18181818,Alchemy Pay,,not labelled,
Ark,126,0.02%,93.20%,1,5,-28.57142857,-80.76923077,3,200,-25,Ark,,not labelled,
Antelope,125,0.02%,93.22%,0,32,-48.38709677,-78.08219178,3,-62.5,-62.5,Antelope,,not labelled,
Lens Protocol,124,0.02%,93.24%,7,110,-4.347826087,-85.91549296,14,0,16.66666667,Lens Protocol,,not labelled,
opBNB,124,0.02%,93.25%,5,14,250,27.27272727,4,33.33333333,33.33333333,opBNB,,not labelled,
Lido Staked Ether,123,0.02%,93.27%,0,37,105.5555556,-57.95454545,12,100,9.090909091,Lido Staked Ether,,not labelled,
Blockchain Commons,123,0.02%,93.29%,0,47,27.02702703,291.6666667,3,0,200,Blockchain Commons,,not labelled,
dojo-engine,122,0.02%,93.30%,0,603,125.8426966,61.22994652,39,18.18181818,5.405405405,dojo-engine,,not labelled,
Web3 Storage,122,0.02%,93.32%,0,27,-6.896551724,-66.25,5,-16.66666667,-28.57142857,Web3 Storage,,not labelled,
Loopring,122,0.02%,93.34%,0,12,-63.63636364,9.090909091,2,-50,0,Loopring,,not labelled,
MaidSafeCoin,121,0.02%,93.36%,0,164,92.94117647,164.516129,10,11.11111111,42.85714286,MaidSafeCoin,,not labelled,
Exodus Movement,121,0.02%,93.37%,0,3,-85,-66.66666667,1,-85.71428571,-66.66666667,Exodus Movement,,not labelled,
Dusk Network,119,0.02%,93.39%,0,53,15.2173913,-29.33333333,8,-27.27272727,-33.33333333,Dusk Network,,not labelled,
Giveth,119,0.02%,93.41%,0,30,-6.25,-28.57142857,7,75,-22.22222222,Giveth,,not labelled,
Axie Infinity,119,0.02%,93.42%,0,29,16,45,7,133.3333333,40,Axie Infinity,,not labelled,
district0x,119,0.02%,93.44%,0,7,600,250,2,100,100,district0x,,not labelled,
OpenZeppelin,118,0.02%,93.46%,0,70,48.93617021,20.68965517,17,21.42857143,0,OpenZeppelin,,not labelled,
line chain,117,0.02%,93.47%,0,2,-77.77777778,,2,-66.66666667,,line chain,,not labelled,
THORChain,116,0.02%,93.49%,4,52,57.57575758,-34.17721519,11,22.22222222,0,THORChain,,not labelled,
Metaplex,116,0.02%,93.50%,0,23,53.33333333,-37.83783784,2,-71.42857143,-77.77777778,Metaplex,,not labelled,
LBRY Credits,116,0.02%,93.52%,0,2,-80,,1,-50,,LBRY Credits,,not labelled,
Mysten Labs,115,0.02%,93.54%,5,137,3.787878788,-4.195804196,32,0,23.07692308,Mysten Labs,,not labelled,
Sequence,115,0.02%,93.55%,0,116,75.75757576,114.8148148,17,21.42857143,0,Sequence,,not labelled,
Torus,115,0.02%,93.57%,0,23,155.5555556,109.0909091,5,25,0,Torus,,not labelled,
Findora,115,0.02%,93.58%,0,1,,,1,,,Findora,,not labelled,
Sovrin,115,0.02%,93.60%,1,2,-92.85714286,-66.66666667,1,-80,-80,Sovrin,,not labelled,
Pinax,115,0.02%,93.62%,0,7,-94.06779661,-88.88888889,1,-85.71428571,-85.71428571,Pinax,,not labelled,
WalletConnect,114,0.02%,93.63%,0,136,151.8518519,-3.546099291,17,54.54545455,-10.52631579,WalletConnect,,not labelled,
Connext Network,114,0.02%,93.65%,0,5,400,-64.28571429,3,200,-40,Connext Network,,not labelled,
Starcoin,114,0.02%,93.66%,0,3,,50,1,,0,Starcoin,,not labelled,
Wormhole,113,0.02%,93.68%,0,59,-24.35897436,-83.23863636,19,-13.63636364,-47.22222222,Wormhole,,not labelled,
Neutron,113,0.02%,93.70%,3,61,-32.96703297,22,10,-23.07692308,25,Neutron,,not labelled,
P2P.org,113,0.02%,93.71%,0,9,-40,-25,5,66.66666667,0,P2P.org,,not labelled,
Aura Network,113,0.02%,93.73%,0,44,109.5238095,100,2,100,0,Aura Network,,not labelled,
Dfinity (IOU),112,0.02%,93.74%,0,329,-18.15920398,8.223684211,61,-24.69135802,-10.29411765,Dfinity (IOU),,not labelled,
ixo,112,0.02%,93.76%,0,48,242.8571429,-52,5,0,-28.57142857,ixo,,not labelled,
LTO Network,112,0.02%,93.77%,0,5,,,1,,,LTO Network,,not labelled,
Streamr,110,0.02%,93.79%,0,39,50,18.18181818,7,40,40,Streamr,,not labelled,
Walrus,109,0.02%,93.81%,0,13,-98.39108911,-98.73540856,6,-25,-83.78378378,Walrus,,not labelled,
Spacemesh,109,0.02%,93.82%,0,61,45.23809524,84.84848485,5,-28.57142857,-28.57142857,Spacemesh,,not labelled,
Cortex,109,0.02%,93.84%,0,18,20,-5.263157895,2,100,100,Cortex,,not labelled,
Onther Technology,109,0.02%,93.85%,0,8,0,0,2,-60,0,Onther Technology,,not labelled,
Tokamak Network,109,0.02%,93.87%,0,8,0,0,2,-60,0,Tokamak Network,,not labelled,
hiro-systems,108,0.02%,93.88%,0,68,-13.92405063,33.33333333,10,-9.090909091,-28.57142857,hiro-systems,,not labelled,
Robonomics.network,108,0.02%,93.90%,0,22,-45,266.6666667,5,0,25,Robonomics.network,,not labelled,
Aleph Zero,108,0.02%,93.91%,1,16,14.28571429,-77.46478873,4,-50,-69.23076923,Aleph Zero,,not labelled,
valory,107,0.01%,93.93%,0,57,-72.05882353,-67.24137931,11,-42.10526316,-21.42857143,valory,,not labelled,
Trader Joe,107,0.01%,93.94%,3,8,-61.9047619,-80,6,-14.28571429,-40,Trader Joe,,not labelled,
Airalab,107,0.01%,93.96%,0,22,-45,266.6666667,5,0,25,Airalab,,not labelled,
Robonomics,107,0.01%,93.97%,0,22,-45,266.6666667,5,0,25,Robonomics,,not labelled,
Control the train,107,0.01%,93.99%,0,22,-45,266.6666667,5,0,25,Control the train,,not labelled,
Vocdoni,106,0.01%,94.00%,0,26,-49.01960784,62.5,3,-50,-40,Vocdoni,,not labelled,
Be Unstoppable,105,0.01%,94.02%,0,9,-30.76923077,-65.38461538,4,33.33333333,0,Be Unstoppable,,not labelled,
Unstoppable Wallet,105,0.01%,94.03%,0,9,-30.76923077,-65.38461538,4,33.33333333,0,Unstoppable Wallet,,not labelled,
Biconomy,105,0.01%,94.04%,0,23,-4.166666667,-62.29508197,3,-40,-66.66666667,Biconomy,,not labelled,
Akash Network,104,0.01%,94.06%,0,58,-18.30985915,-21.62162162,11,-15.38461538,-15.38461538,Akash Network,,not labelled,
Hopr,104,0.01%,94.07%,0,24,-57.89473684,-45.45454545,8,0,0,Hopr,,not labelled,
CertiK,104,0.01%,94.09%,1,3,,,1,,,CertiK,,not labelled,
Tari,103,0.01%,94.10%,0,99,-7.476635514,-15.38461538,15,-16.66666667,-25,Tari,,not labelled,
Spruce,103,0.01%,94.12%,0,55,292.8571429,89.65517241,8,60,0,Spruce,,not labelled,
Centrifuge,103,0.01%,94.13%,0,5,-44.44444444,-37.5,3,-25,-40,Centrifuge,,not labelled,
Tinlake,103,0.01%,94.15%,0,5,-44.44444444,-37.5,3,-25,-40,Tinlake,,not labelled,
Weminal labs,103,0.01%,94.16%,0,1,-98.07692308,-98.33333333,1,-66.66666667,-88.88888889,Weminal labs,,not labelled,
Rai Reflex Index,103,0.01%,94.17%,0,14,-6.666666667,-30,1,-50,-50,Rai Reflex Index,,not labelled,
Reflexer,103,0.01%,94.19%,0,14,-6.666666667,-30,1,-50,-50,Reflexer,,not labelled,
OpenCode IIIT Allahabad,102,0.01%,94.20%,0,22,,,10,,,OpenCode IIIT Allahabad,,not labelled,
Guild.xyz,102,0.01%,94.22%,0,12,-33.33333333,-68.42105263,2,-50,-33.33333333,Guild.xyz,,not labelled,
Cow Swap,101,0.01%,94.23%,0,219,-3.947368421,-1.351351351,14,-17.64705882,-12.5,Cow Swap,,not labelled,
Snapshot,101,0.01%,94.25%,0,69,165.3846154,-34.90566038,6,-40,-25,Snapshot,,not labelled,
Rain Language,101,0.01%,94.26%,0,116,-31.36094675,-8.661417323,6,-14.28571429,0,Rain Language,,not labelled,
iden3,101,0.01%,94.27%,0,24,-46.66666667,4.347826087,4,-42.85714286,-33.33333333,iden3,,not labelled,
Zenon - Network of Momentum,101,0.01%,94.29%,7,12,,50,2,,-50,Zenon - Network of Momentum,,not labelled,
Bitcoin SV,100,0.01%,94.30%,1,185,101.0869565,88.7755102,25,38.88888889,47.05882353,Bitcoin SV,,not labelled,
Curve,100,0.01%,94.32%,1,98,-35.94771242,-38.75,13,8.333333333,30,Curve,,not labelled,
Baking Bad,100,0.01%,94.33%,4,24,242.8571429,71.42857143,5,0,-28.57142857,Baking Bad,,not labelled,
Cow Protocol,99,0.01%,94.34%,0,219,-3.947368421,-1.351351351,14,-17.64705882,-12.5,Cow Protocol,,not labelled,
Band Protocol,99,0.01%,94.36%,1,7,-87.5,-66.66666667,5,25,0,Band Protocol,,not labelled,
COZ,99,0.01%,94.37%,0,11,22.22222222,-47.61904762,2,-50,-60,COZ,,not labelled,
Streamr DATAcoin,98,0.01%,94.39%,0,53,-15.87301587,32.5,6,50,50,Streamr DATAcoin,,not labelled,
Privacy & Scaling Explorations (PSE),97,0.01%,94.40%,0,36,100,-50.68493151,12,200,-50,Privacy & Scaling Explorations (PSE),,not labelled,
DAML,97,0.01%,94.41%,0,33,32,22.22222222,10,0,-9.090909091,DAML,,not labelled,
Natural Selection Labs  (RSS3),97,0.01%,94.43%,0,11,-8.333333333,0,5,0,66.66666667,Natural Selection Labs  (RSS3),,not labelled,
Redstone Finance,96,0.01%,94.44%,0,61,48.7804878,-49.58677686,10,0,-23.07692308,Redstone Finance,,not labelled,
Rarimo,95,0.01%,94.45%,0,16,-27.27272727,-44.82758621,7,40,-22.22222222,Rarimo,,not labelled,
Eluvio,95,0.01%,94.47%,0,19,-9.523809524,216.6666667,3,-40,0,Eluvio,,not labelled,
KuCoin Shares,95,0.01%,94.48%,6,4,-55.55555556,,1,-66.66666667,,KuCoin Shares,,not labelled,
Worldcoin,94,0.01%,94.49%,0,97,67.24137931,7.777777778,22,22.22222222,46.66666667,Worldcoin,,not labelled,
LayerZero,94,0.01%,94.51%,2,19,-45.71428571,35.71428571,10,11.11111111,100,LayerZero,,not labelled,
NuCypher,94,0.01%,94.52%,0,24,,380,4,,300,NuCypher,,not labelled,
Horizen,94,0.01%,94.53%,1,12,200,,2,100,,Horizen,,not labelled,
Succinct Labs,93,0.01%,94.54%,0,176,208.7719298,38.58267717,15,-21.05263158,-42.30769231,Succinct Labs,,not labelled,
Edgeware,93,0.01%,94.56%,0,146,23.72881356,31.53153153,13,30,30,Edgeware,,not labelled,
Envio,93,0.01%,94.57%,0,19,5.555555556,-36.66666667,6,50,50,Envio,,not labelled,
Kava.io,93,0.01%,94.58%,5,36,3500,-38.98305085,6,500,0,Kava.io,,not labelled,
1inch,93,0.01%,94.60%,0,25,-3.846153846,-43.18181818,4,33.33333333,-63.63636364,1inch,,not labelled,
TokenPocket,93,0.01%,94.61%,0,1,0,-92.85714286,1,0,-50,TokenPocket,,not labelled,
fuse network,93,0.01%,94.62%,0,2,-81.81818182,-94.87179487,1,-80,-80,fuse network,,not labelled,
Akropolis ,93,0.01%,94.64%,0,1,0,-50,1,0,-50,Akropolis ,,not labelled,
Rarible,92,0.01%,94.65%,1,25,400,-47.91666667,8,166.6666667,-11.11111111,Rarible,,not labelled,
Lux Network,91,0.01%,94.66%,0,22,-80.35714286,69.23076923,6,-14.28571429,20,Lux Network,,not labelled,
Ankr,91,0.01%,94.67%,0,5,150,400,1,-50,0,Ankr,,not labelled,
Sia Foundation,90,0.01%,94.69%,0,76,-52.79503106,46.15384615,9,50,28.57142857,Sia Foundation,,not labelled,
Fetch.ai,90,0.01%,94.70%,0,14,100,55.55555556,4,0,-20,Fetch.ai,,not labelled,
XinFin Network,90,0.01%,94.71%,0,3,-62.5,-66.66666667,2,-50,-50,XinFin Network,,not labelled,
WAX,90,0.01%,94.72%,2,2,,,1,,,WAX,,not labelled,
Santiment Network Token,89,0.01%,94.74%,0,19,-69.35483871,90,3,-25,0,Santiment Network Token,,not labelled,
Quantum Resistant Ledger,89,0.01%,94.75%,0,8,-11.11111111,166.6666667,1,-66.66666667,0,Quantum Resistant Ledger,,not labelled,
LP-yCurve,88,0.01%,94.76%,0,90,-27.41935484,-37.06293706,11,10,57.14285714,LP-yCurve,,not labelled,
Vara Network,88,0.01%,94.77%,0,8,166.6666667,-57.89473684,4,300,-33.33333333,Vara Network,,not labelled,
Komodo,88,0.01%,94.79%,0,7,-81.57894737,-85.10638298,1,-50,-66.66666667,Komodo,,not labelled,
LFG Labs,87,0.01%,94.80%,0,27,-49.05660377,80,17,54.54545455,240,LFG Labs,,not labelled,
Wonderland (Defi_Wonderland),87,0.01%,94.81%,0,4,-81.81818182,-82.60869565,4,-42.85714286,-50,Wonderland (Defi_Wonderland),,not labelled,
Switchboard,87,0.01%,94.82%,0,2,-77.77777778,-75,1,-50,-66.66666667,Switchboard,,not labelled,
Web3 Python,86,0.01%,94.83%,0,10,-56.52173913,42.85714286,5,-37.5,150,Web3 Python,,not labelled,
MixBytes,86,0.01%,94.85%,0,4,,,2,,,MixBytes,,not labelled,
Akropolis,86,0.01%,94.86%,0,1,0,-50,1,0,-50,Akropolis,,not labelled,
Minter Network,86,0.01%,94.87%,0,4,,,1,,,Minter Network,,not labelled,
XMTP,85,0.01%,94.88%,0,55,-49.07407407,-1.785714286,13,0,44.44444444,XMTP,,not labelled,
FlipsideCrypto,85,0.01%,94.89%,0,117,31.46067416,125,9,0,-10,FlipsideCrypto,,not labelled,
Cartesi,85,0.01%,94.91%,0,39,875,14.70588235,7,133.3333333,-22.22222222,Cartesi,,not labelled,
Fetch,85,0.01%,94.92%,0,13,85.71428571,44.44444444,4,0,-20,Fetch,,not labelled,
Mode,84,0.01%,94.93%,6,115,82.53968254,-11.53846154,9,-30.76923077,0,Mode,,not labelled,
Bored Ghosts,84,0.01%,94.94%,0,42,-57.14285714,68,9,-40,-10,Bored Ghosts,,not labelled,
Poolz,84,0.01%,94.95%,0,28,250,180,3,50,200,Poolz,,not labelled,
SovrynBTC,84,0.01%,94.96%,0,2,-92.85714286,-66.66666667,1,-80,-80,SovrynBTC,,not labelled,
UMA,83,0.01%,94.98%,1,47,-59.48275862,-44.04761905,8,-33.33333333,-42.85714286,UMA,,not labelled,
StakeFi,83,0.01%,94.99%,0,5,150,400,1,-50,0,StakeFi,,not labelled,
Pastel,83,0.01%,95.00%,0,4,-80.95238095,-87.09677419,1,-50,-83.33333333,Pastel,,not labelled,
Wanchain,83,0.01%,95.01%,0,1,-66.66666667,,1,-66.66666667,,Wanchain,,not labelled,
DistributedCollective,83,0.01%,95.02%,0,2,-92.85714286,-66.66666667,1,-80,-80,DistributedCollective,,not labelled,
Mysterium,83,0.01%,95.03%,0,4,0,100,1,-50,0,Mysterium,,not labelled,
XYO,82,0.01%,95.05%,0,27,-90.10989011,-66.66666667,3,0,50,XYO,,not labelled,
Crust,82,0.01%,95.06%,0,1,,,1,,,Crust,,not labelled,
Pinata.cloud,82,0.01%,95.07%,0,7,-78.125,-65,1,-50,0,Pinata.cloud,,not labelled,
Crust Network,82,0.01%,95.08%,0,1,,,1,,,Crust Network,,not labelled,
API3,81,0.01%,95.09%,0,103,33.76623377,68.85245902,8,-11.11111111,14.28571429,API3,,not labelled,
ApeRocket,81,0.01%,95.10%,0,38,5.555555556,22.58064516,5,66.66666667,0,ApeRocket,,not labelled,
Compound,81,0.01%,95.11%,0,4,-20,-55.55555556,2,0,-66.66666667,Compound,,not labelled,
Ackee Blockchain,81,0.01%,95.13%,0,58,141.6666667,205.2631579,1,-85.71428571,-80,Ackee Blockchain,,not labelled,
Radicle,80,0.01%,95.14%,0,22,450,-26.66666667,4,0,-33.33333333,Radicle,,not labelled,
CAFECA,80,0.01%,95.15%,0,12,33.33333333,-62.5,3,200,-57.14285714,CAFECA,,not labelled,
LFJ,80,0.01%,95.16%,2,4,-60,-33.33333333,3,-57.14285714,0,LFJ,,not labelled,
Berachain Foundation,79,0.01%,95.17%,2,151,43.80952381,151.6666667,13,18.18181818,30,Berachain Foundation,,not labelled,
BuidlGuidl,79,0.01%,95.18%,0,36,260,-20,9,125,-25,BuidlGuidl,,not labelled,
0x,79,0.01%,95.19%,0,61,110.3448276,6000,2,0,100,0x,,not labelled,
HashCloak,79,0.01%,95.20%,0,10,-9.090909091,-33.33333333,2,0,0,HashCloak,,not labelled,
 NonceGeekDAO,79,0.01%,95.21%,0,1,0,,1,0,, NonceGeekDAO,,not labelled,
Blockless,79,0.01%,95.23%,0,5,-86.11111111,-54.54545455,1,-75,-75,Blockless,,not labelled,
Raid Guild,79,0.01%,95.24%,0,1,-99.25925926,-97.05882353,1,-96.66666667,-75,Raid Guild,,not labelled,
Hydration,78,0.01%,95.25%,0,108,315.3846154,-22.30215827,9,125,28.57142857,Hydration,,not labelled,
dcSpark,78,0.01%,95.26%,0,94,20.51282051,54.09836066,5,25,-37.5,dcSpark,,not labelled,
zkLink Protocol,78,0.01%,95.27%,3,7,-78.125,-80,3,-66.66666667,-70,zkLink Protocol,,not labelled,
Regen Network,78,0.01%,95.28%,0,5,-64.28571429,66.66666667,2,-50,0,Regen Network,,not labelled,
Enigma,78,0.01%,95.29%,0,5,66.66666667,,1,0,,Enigma,,not labelled,
Joystream,78,0.01%,95.30%,0,1,-85.71428571,-90,1,0,-75,Joystream,,not labelled,
Colony,77,0.01%,95.31%,0,41,78.26086957,57.69230769,12,71.42857143,50,Colony,,not labelled,
galactic council,77,0.01%,95.32%,0,108,315.3846154,-22.30215827,9,125,28.57142857,galactic council,,not labelled,
HydraDX,77,0.01%,95.33%,0,108,315.3846154,-22.30215827,9,125,28.57142857,HydraDX,,not labelled,
Alby,77,0.01%,95.34%,0,64,64.1025641,23.07692308,8,-20,33.33333333,Alby,,not labelled,
Grassroots Economics,77,0.01%,95.36%,0,30,-59.45945946,-49.15254237,4,-20,-20,Grassroots Economics,,not labelled,
LikeCoin,77,0.01%,95.37%,0,45,28.57142857,66.66666667,4,0,0,LikeCoin,,not labelled,
Bibliotheca DAO,76,0.01%,95.38%,0,414,762.5,370.4545455,14,133.3333333,27.27272727,Bibliotheca DAO,,not labelled,
Morpho,76,0.01%,95.39%,0,59,59.45945946,20.40816327,8,100,-38.46153846,Morpho,,not labelled,
__dup__Apeworx,76,0.01%,95.40%,0,38,5.555555556,22.58064516,5,66.66666667,0,__dup__Apeworx,,not labelled,
Origin Protocol,76,0.01%,95.41%,0,49,172.2222222,0,4,0,-42.85714286,Origin Protocol,,not labelled,
LUKSO,76,0.01%,95.42%,0,11,-42.10526316,-15.38461538,4,-20,-33.33333333,LUKSO,,not labelled,
Pontem Network,76,0.01%,95.43%,0,3,-88.46153846,-62.5,3,-57.14285714,200,Pontem Network,,not labelled,
Madfish Solutions,76,0.01%,95.44%,0,4,100,-90.24390244,2,0,0,Madfish Solutions,,not labelled,
Skynet,76,0.01%,95.45%,0,1,,0,1,,0,Skynet,,not labelled,
Ultra,76,0.01%,95.46%,1,2,100,,1,0,,Ultra,,not labelled,
paltalabs,75,0.01%,95.47%,0,49,36.11111111,113.0434783,5,25,25,paltalabs,,not labelled,
CESS Storage,75,0.01%,95.48%,0,12,-25,-52,5,66.66666667,-28.57142857,CESS Storage,,not labelled,
Polymath,75,0.01%,95.49%,0,4,-55.55555556,-86.20689655,3,50,-50,Polymath,,not labelled,
Syscoin,75,0.01%,95.50%,2,8,700,100,3,200,200,Syscoin,,not labelled,
3Box,75,0.01%,95.51%,0,5,-50,-54.54545455,2,-33.33333333,-50,3Box,,not labelled,
Neon Labs,75,0.01%,95.52%,0,8,-71.42857143,-60,2,-71.42857143,-50,Neon Labs,,not labelled,
FISCO-BCOS,75,0.01%,95.54%,0,2,-50,,2,0,,FISCO-BCOS,,not labelled,
Nethereum,75,0.01%,95.55%,0,2,-50,-87.5,1,-50,0,Nethereum,,not labelled,
Uqbar,75,0.01%,95.56%,0,6,-93.02325581,-93.61702128,1,-66.66666667,-75,Uqbar,,not labelled,
Cosmology,74,0.01%,95.57%,0,52,-28.76712329,-13.33333333,10,42.85714286,11.11111111,Cosmology,,not labelled,
Flux (Run On Flux),74,0.01%,95.58%,0,51,-45.74468085,27.5,8,0,33.33333333,Flux (Run On Flux),,not labelled,
Apeworx,74,0.01%,95.59%,0,38,5.555555556,22.58064516,5,66.66666667,0,Apeworx,,not labelled,
Loki,74,0.01%,95.60%,1,8,-80,-86.8852459,3,0,-57.14285714,Loki,,not labelled,
MobileCoin,74,0.01%,95.61%,0,4,-60,33.33333333,2,-50,0,MobileCoin,,not labelled,
synonymdev,74,0.01%,95.62%,0,9,50,-47.05882353,2,0,-33.33333333,synonymdev,,not labelled,
Symmetry,74,0.01%,95.63%,0,4,,33.33333333,2,,100,Symmetry,,not labelled,
Carbonable,74,0.01%,95.64%,0,3,-76.92307692,-66.66666667,1,-80,-75,Carbonable,,not labelled,
Webb Protocol,73,0.01%,95.65%,0,24,26.31578947,-36.84210526,9,12.5,-18.18181818,Webb Protocol,,not labelled,
Alephium,73,0.01%,95.66%,0,77,285,22.22222222,8,33.33333333,-38.46153846,Alephium,,not labelled,
Aleph.im,73,0.01%,95.67%,0,44,91.30434783,57.14285714,6,20,20,Aleph.im,,not labelled,
Stargaze,73,0.01%,95.68%,2,18,100,100,5,400,150,Stargaze,,not labelled,
Reclaim Protocol,73,0.01%,95.69%,0,27,125,-48.07692308,5,25,-16.66666667,Reclaim Protocol,,not labelled,
Quai Network,73,0.01%,95.70%,0,3,-91.17647059,-97.39130435,2,-66.66666667,-81.81818182,Quai Network,,not labelled,
CoTrader,73,0.01%,95.71%,0,3,,-90.32258065,1,,0,CoTrader,,not labelled,
Chainstack,73,0.01%,95.72%,0,1,-66.66666667,-50,1,-50,-50,Chainstack,,not labelled,
DIMO Network,72,0.01%,95.73%,0,79,-51.53374233,2.597402597,12,-20,20,DIMO Network,,not labelled,
Concordium,72,0.01%,95.74%,0,135,95.65217391,136.8421053,5,-28.57142857,-58.33333333,Concordium,,not labelled,
Automata,72,0.01%,95.75%,0,6,500,-84.21052632,3,200,0,Automata,,not labelled,
Stafi Protocol,72,0.01%,95.76%,0,2,0,-71.42857143,2,100,-33.33333333,Stafi Protocol,,not labelled,
Metis Token,72,0.01%,95.77%,3,2,100,,1,0,,Metis Token,,not labelled,
Melon,72,0.01%,95.78%,0,1,0,-90,1,0,-75,Melon,,not labelled,
Hypersign Protocol,72,0.01%,95.79%,0,1,-98.55072464,-97.95918367,1,-75,-66.66666667,Hypersign Protocol,,not labelled,
Privacy and Scaling Explorations,70,0.01%,95.80%,0,19,137.5,-47.22222222,8,166.6666667,-52.94117647,Privacy and Scaling Explorations,,not labelled,
Ubiquity DAO,70,0.01%,95.81%,0,63,-7.352941176,-84.21052632,6,0,-25,Ubiquity DAO,,not labelled,
Functionland,70,0.01%,95.82%,0,40,166.6666667,8.108108108,3,-25,50,Functionland,,not labelled,
 FISCO-BCOS ,70,0.01%,95.83%,0,2,-50,,2,0,, FISCO-BCOS ,,not labelled,
Xum (XRPL Labs),70,0.01%,95.84%,0,3,-93.18181818,50,1,-75,0,Xum (XRPL Labs),,not labelled,
ECAD Labs Inc.,70,0.01%,95.85%,0,1,,-66.66666667,1,,-66.66666667,ECAD Labs Inc.,,not labelled,
Althea,70,0.01%,95.86%,0,1,-91.66666667,-90.90909091,1,-50,-50,Althea,,not labelled,
Certora,69,0.01%,95.87%,0,20,233.3333333,300,7,75,75,Certora,,not labelled,
Ethereum Push Notification Service - EPNS,69,0.01%,95.88%,0,59,742.8571429,1080,6,50,100,Ethereum Push Notification Service - EPNS,,not labelled,
Nexis Network,69,0.01%,95.89%,0,6,200,500,1,0,0,Nexis Network,,not labelled,
Hyperlane,68,0.01%,95.90%,0,101,20.23809524,-54.70852018,37,76.19047619,32.14285714,Hyperlane,,not labelled,
